Clave,Descripcion,PrecioPublico
24937,YZM-SM-1A ESMALTE SEC RAP MATE NOVOPERMO REGULARES 1LT,312.31
24943,3M33034 BORLA ESPONJA MORADA PERFECT IT 6IN PIEZA,772.33
24944,3M33040 PERFET IT 1 STEP FINISHING MATERIAL GALON,"4,105.66"
24945,3M26713-1 INDGUNGRAV BOQ VERDE 1.3 5PK/C PIEZA,561.95
24946,YS831-19 NOVOPERMO STD B1 CUB 19LT,"3,103.70"
24947,YS832-19 NOVOPERMO STD B2 CUB 19LT,"2,937.78"
24948,YS833-19 NOVOPERMO STD B3 CUB 19LT,"2,331.85"
24949,YS804-19 NOVOPERMO STD NEGRO CUB 19LT,"3,214.71"
24950,TKB08158-3/4 MASKING TAPE TEKBOND 18X50MM PIEZA,27.37
24951,TKB08178-2 MASKING TAPE TEKBOND 48X50MM PIEZA,68.78
24953,102-534 LIJADORA ORBITAL NEUMATICA DE 5 PULG USO INDUSTRIAL,"4,204.05"
24956,X200676200 CINTA ADHESIVA GRIS P/DUCTO TRUPER 12588,142.25
24957,YP-SM-250MI VINIL ACRIL DURAVIN 7AÑOS COL MEDIOS .250LT,45.78
24958,YP-SM-250PC VINIL ACRIL DURAVIN 7AÑOS COL PASTELES Y CLAR .250LT,45.78
24960,12588 CINTA PARA DUCTO 50M RESISTENTE A ALTAS TEMP PIEZA,165.23
24962,X200649500 PLASTIACERO R2-42 DEVCON JERINGA 25ML,109.17
24963,ANBS00-1 AEROSOL SUPER NEGRO BRILLANTE PIEZA,46.88
24964,AGRS00-1 AEROSOL SUPER GRIS MAQUINA PIEZA,46.88
24965,ABBS00-1 AEROSOL SUPER BLANCO BRILLANTE PIEZA,46.88
24966,BSU50-1 BROCHA LA SUPER 5 PULG PIEZA,46.72
24967,BSU40-1 BROCHA LA SUPER 4 PULG PIEZA,35.9
24968,BSU30-1 BROCHA LA SUPER 3 PULG PIEZA,23.92
24969,BSU20-1 BROCHA LA SUPER 2 PULG PIEZA,15.06
24970,3M33637 LIJADORA ELECTRICA 120V 6PULG 3/16 PIEZA,"17,793.96"
24972,9800SM-20 ESMALTE DE CENTARI FLEET BLANCO CUB 20LT,"5,242.86"
24973,9802SM-4 ESMALTE CENTARI FLEET ROJO 4LT,"1,185.71"
24974,9805SM-4 ESMALTE CENTARI FLEET AZUL 4LT,"1,185.71"
24975,9808SM-4 ESMALTE CENTARI FLEET NARANJA 4LT,"1,392.86"
24976,9800SM-4 ESMALTE CENTARI FLEET BLANCO 4LT,"1,181.43"
24977,9809SM-4 ESMALTE CENTARI FLEET AMARILLO CANARIO 4LT,"1,392.86"
24980,P642G35-SM-500 *K ADL PLASTER AUTO. GRIS .500LT,106.74
24981,P642G35-SM-250 *K ADL PLASTER AUTO. GRIS .250LT,59.3
24988,TALCO-1 TALCO INDUSTRIAL 1KG,41.67
24989,YZ002-SM-500 *K NOVOPER SR AMARILLO ROJIZO ORGÁNICO 4LTO,154.55
24991,TKB08176-1 MASKING TAPE TEKBOND 24X50MM PIEZA,34.91
24992,KLFIBRA-1 DISCO DE FIBRA 6 PULG NWT VFIN GRIS CARBON PIEZA,84.27
24993,300-946 *K PROMOTOR DE ADHERENCIA PARA PLÁSTICOS .946LT,"1,021.34"
24994,3M34261-50 *K LIJA DE AGUA 331Q 400 9X11 PIEZA,593.18
24995,3M34262-50 *K LIJA DE AGUA 331Q 600 9X11 PIEZA,593.18
24996,3M34256-50 *K LIJA DE AGUA 331Q 220 9X11 PIEZA,593.18
24998,10142406 PISTOLA GRAV. 4600 1.3 SCRAMBLER (DVR CLEAR PRO) PZ,"15,411.24"
25000,56418085 KIT DEPOSITO GRAVEDAD 0.65L PIEZA,"1,447.19"
25001,10141551 PISTOLA GRAVEDAD 3300 GTO CAR 1.30[TECH] PIEZA,"8,709.63"
25002,GYS049468 LAPIZ DE CARBON PIEZA,242.48
25005,120001-SM-250 *K COMPUESTO ULTRA CORTE 800-1500 .250LT,133.46
25007,ZPADH-1 *K PROMOTOR DE ADHERENCIA PARA PLASTICOS .950LT,843.33
25008,L142N03-4 ADL LACA INDUSTRIAL L.B. NEGRO ACABADO 4LT,686.67
25009,L142B01-4 ADL LACA INDUSTRIAL L.B. BLANCA 4LT,655.52
25010,L142L08-4 ADL LACA INDUSTRIAL L.B. AMARILLO CROMO 4LT,670.53
25011,L142R05-4 ADL LACA INDUSTRIAL L.B. ROJO OXIDO 4LT,595.94
25012,TKB05602-1 SELLADOR POLIURETANO NEGRO PU55 CARTUCHO 310ML,161.93
25013,3M26714 INDGUNGRAV BOQUILLA NARANJA 1.4 CJ 5 PIEZAS,601.62
25014,BDC8-1 BORLA DOBLE CARA 100% DE LANA #8 PIEZA,416.5
25015,APM1458-1 ADAPTADOR METALICO PARA PULIDORA M14 A 5/8 PIEZA,37.89
25016,P642B70-4 ADL PLASTER AUTOMOTIVO BLANCO 4LT,739.1
25017,98SM-SM-19A ESMALTE ACRIL CENTARI FLEET COL REGULARES 19LT,"5,933.19"
25018,98SM-SM-4B ESMALTE ACRIL CENTARI FLEET COL ORGANICOS 4LT,"1,526.67"
25019,98SM-SM-1B ESMALTE ACRIL CENTARI FLEET COL ORGANICOS 1LT,401.75
25020,9800SM-SM-1 *K ESMALTE CENTARI FLEET BLANCO 1LT,328.17
25025,TRD82-1 RUEDA PARA DIABLO 8 PULG DOBLE BALERO 45485 PIEZA,198.28
25026,DOX113-1 *K COLADORES PPG PIEZA,3.16
25027,ERP520-SM-250 *K FAST MULTI-USE EPOXY PRIMER - WHITE .250LT,140.83
25028,DOX113 *K COLADORES P250 PZA KIT P250,789.31
25029,DOX125 *K COLADORES BASE AGUA P250PZA P250,789.31
25030,DOX125-1 *K COLADORES BASE AGUA PIEZA PIEZA,3.16
25031,DOX249 *K VASO DE PINT PPG 100PIEZA P100,820.98
25032,DOX249-1 *K VASO DE PINT PPG PIEZA PIEZA,8.21
25033,X201873100 FILTRO P/PINTURA PPG LW001 SEGOLA PIEZA,2.3
25034,TREPCP30X REPUESTO DE CUCHILLAS PARA CP-30X PIEZA,415.23
25035,ZPADH-SM-125 *K PROMOTOR DE ADHERENCIA PARA PLASTICOS .125LT,109.03
25036,REFLECTOP-18 IMPERMEABILIZANTE REFLEC TOP 5 AÑOS BLANCO CUB18LT,"1,777.30"
25037,TMAN25X3/4R MANGUERA 25 M 3/4 REFORZADA 3 PIEZA,769.17
25040,E750N01-SM-1 *K ADL ESMALTE NEGRO CHASIS 1LT,157.37
25041,R800L10-SM-1 *K ADL REMOVEDOR DE PINTURA 1LT,154.66
25042,X203517200 ESMALTE ACR. ALK200 SEMIMATE AZUL CLR XE,214.14
25043,DMD-SM-4BMSM DELTRON BASECOLOR ORGANICO MATE-SEMIMATE 4L,"3,767.77"
25044,9803SM ESMALTE CENTARI FLEET ALUMINIO MEDIO (NUEVO) GALON,"1,185.71"
25045,PCOR60P CANDADO DE LATON ANTIPALANCA 60 PIEZA,265.8
25046,P642G35-SM-1 *K ADL PLASTER AUTO. GRIS 1LT,192.14
25047,300-SM-500 *K PROMOTOR DE ADHERENCIA PARA PLÁSTICOS .500LT,599.8
25048,TGAS275 LATA DE GAS CON VÁLVULA ROSCADA 2 (PIEZA),50.28
25049,300-SM-250 *K PROMOTOR DE ADHERENCIA PARA PLÁSTICOS .250LT,333.22
25050,300-SM-125 *K PROMOTOR DE ADHERENCIA PARA PLÁSTICOS .125LT,185.12
25051,9801SM ESMALTE CENTARI FLEET NEGRO (NUEVO) GALON,"1,140.00"
25052,3M20465 RESPALDO HOOKIT CLN 152.4X9.525X15.875 MM PIEZA,"1,091.03"
25053,P742L50-19 ADL PRIMER CROMATO DE ZINC 19LT,"3,367.56"
25054,P742IN-4 ADL PRIMER INDUSTRIAL S-R NEGRO 4LT,592.61
25055,P742IN-19 ADL PRIMER INDUSTRIAL S-R NEGRO 19LT,"2,602.17"
25056,P742K80-4 ADL PRIMER DE MINIO NARANJA 4LT,"1,002.51"
25058,E400B01-4 ADL ESMALTE DE POLIURETANO BLANCO 4LT,"1,629.99"
25059,E400N03-4 ADL ESMALTE DE POLIURETANO NEGRO 4LT,"1,680.00"
25060,E400L08-4 ADL ESMALTE DE POLIURETANO AMARILLO CROMO 4LT,"1,340.52"
25061,E400L30-4 ADL ESMALTE DE POLIURETANO AMARILLO ORGANICO 4LT,"1,251.90"
25062,ADH700-1 ADL CATALIZADOR PARA ESMALTE POLIURETANO 1LT,601.94
25063,T500N07-1 ADL TINTA AL ACOHOL NEGRO 1LT,172.1
25065,YC007-19 RENZEL ANTIBACTERIAL MATE BASE COLORES PASTEL CUB 19 LT,"3,291.85"
25066,9804SM-4 ESMALTE CENTARI FLEET ALUMINIO FINO GAL 4LT,"1,392.86"
25067,9806SM-4 ESMALTE CENTARI FLEET VERDE 4LT,"1,185.71"
25068,9807SM-4 ESMALTE CENTARI FLEET AMARILLO OXIDO 4LT,"1,150.00"
25069,9812SM-4 ESMALTE CENTARI FLEET VIOLETA 4LT,"1,185.71"
25070,R4517 ENVIROBASE HIGH PERFORMANCE WATERBORNE,"2,699.83"
25071,R4518 1/18 EHP CHROM VAR UPDATE,"1,853.17"
25072,R4519 EHP WB NAM CHROMATIC VARIANT DECK - 2/18,"1,886.26"
25073,R4520 ENVIROBASE HIGH PERFORMANCE WATERBORNE,"1,949.58"
25076,YS-SM-19A ESMALTE STD NOVOPERMO REGULARES CUB19,"3,285.60"
25077,YS-SM-19B ESMALTE STD NOVOPERMO ORGAN ROJOS Y MARRON CUB19,"3,650.66"
25078,COBALTO-1 GOTERO COBALTO 20 ML PZ PIEZA,29.45
25079,"TEST29 ESCALERA DE TIJERA TIPO II, 9 ESCALON","3,484.91"
25082,TT2009X PINZA DE ELECTRICISTA PROFESIONAL,308.9
25083,3M34262-1 *K LIJA DE AGUA 331Q 600 9X11 PIEZA,11.86
25084,TTAQ5/16P TAQUETE DE 5/16 DE PLASTICO BOLSA,25.87
25085,"TTAQ1/4P TAQUETE DE 1/4"" DE PLASTICO 50 PZ BOLSA",18.57
25086,R-0100 CATALIZADOR POLICAT (1/4KG),370.75
25090,X200643900 CINTA P DUCTO TRUPER12588 50M GRIS 2,142.25
25091,"X201703400 CUÑA DE METAL 4""",2.55
25092,YO-SM-4PC VINIL ACRIL 10 AÑOS MATE SUPERNOVI PASTELES Y CLAROS GAL 4LT,721.48
25093,TPICA-S TRUPER PISTOLET UNIVERSAL,258.62
25094,"KLSMT624 DISCO LAMINADO G80 MOPDISC 4-1/2""X7/8 PIEZA",96.7
25102,"TMAN1-2 MANGUERA 20 M, 1-2 SUPER REFORZADO",395.1
25103,THILA1500 HIDROLAVADORA ELECTRICA 1500,"2,227.00"
25104,TMAHE1309 MALLA 13 MM X 0.90 M DE ACERO GALVA,49.97
25105,YO-SM-4MI VINIL ACRIL 10 AÑOS MATE SUPERNOVI MEDIOS INTENSOS GAL 4LT,721.48
25109,X206220800 PRIMER UNIVERSAL 3M VHB UV 0.236 LT,419.45
25110,824-16266-1 ESMALTE DE POLIURETANO IMRON NEGRO MATE 1LT,"1,235.14"
25111,98SM-SM-4A ESMALTE ACRIL FLEET COL REGULARES 4LT,"1,249.09"
25112,98SM-SM-1A ESMALTE ACRIL CENTARI FLEET COL REGULARES 1LT,328.71
25113,3M34256-1 *K LIJA DE AGUA 331Q 220 9X11 PIEZA,11.86
25114,3M34261-1 *K LIJA DE AGUA 331Q 400 9X11 PIEZA,11.86
25115,T-99426-SM-4BOTE THINNER AMERICANO FINO 4LT C/BOTE,222.68
25116,"TESMA4512N ESMERILADORA 41/2"" 2.4KG 9.5A","1,795.97"
25117,"PLIRE145P LINTERNA RECARGABLE DE LEDS, 145 L",208.34
25118,TJBAV13 JUEGO DE BROCAS DE ALTA VELOCIDAD,357.77
25119,"TMAN1/2 MANGUERA 20 M, 1/2´ SUPER REFORZADO",395.1
25120,"658-1 MINI ESMERIL NEUMÁTICO RECTO DE 1/4""",363
25121,98SM-SM-19B ESMALTE ACRIL CENTARI FLEET COL ORGANICOS 19LT,"7,251.67"
25122,DT885-4 REDUCTOR ALTO BRILLO LENTO GALON,"1,186.10"
25123,"KLSMT624 DISCO LAMINADO G40 MOPDISC 4-1/2""X7/8 PIEZA",96.7
25124,"KLSMT624 DISCO LAMINADO G60 MOPDISC 4-1/2""X7/8 PIEZA",96.7
25125,E400R21-4 ADL ESMALTE DE POLIURETANO ROJO BERMELLON 4LT,"1,846.01"
25126,FD01 FUMIGADOR DOMESTICO DE 1L,156.6
25127,E800L08-4 ADL ESMALTE ACRILICO AMARILLO CROMO 4LT,"1,064.10"
25128,9810SM-4 ESMALTE CENTARI FLEET AMARILLO ROJIZO 4LT,"1,392.86"
25130,X206210400 ESMALTE COMEX ALK VERDE F LOGO XC 1 LT,282.98
25131,TPIAN4 PINZA PARA ANILLOS DE RETENCIÓN,142.23
25132,AUE40-SM-1PERLA TRANSPARENTE DE POLIURETANO APERLADO LITRO,633.5
25133,KPRXX03 KIT CHARLOA PROFESIONAL FMD19,159.07
25134,15020001 MALETIN EQUIPO TEST CALIDAD DE AIRE (07),"8,389.70"
25135,10011182 KIT PICO+AGUJA 1.60 SERIE 3300 PRO,"2,632.16"
25136,56418551 KIT BOQUILLA DE AIRE GTO TECH,"2,553.28"
25137,10141523 PISTOLA 3300 GTO BLACK RACING 1.3 [TECH],"7,029.75"
25138,TKB27006-1 SELLADOR POLIURETANO PUFIX TEKBOND 387/280G/ML CARTUCHO BLANCO,114.4
25139,TKB21923-1 SELLADOR POLIURETANO PUFIX TEKBOND 387/280G/ML CARTUCHO GRIS,114.4
25141,VM4350-SM-GR  VIVID RUBI 1GR,10.37
25142,PJGOPIN3B JUEGO DE PINZAS 3 PIEZAS EN BLISTER PRETUL,242.82
25143,TBAG55 MALETA DEPORTIVA TRUPER 55 CMS 61095,814.78
25144,MARM-1 MARMOLINA PIEZA,539.13
25146,3M35110-1 *K GRIPPY SANDING CLOTH 35110 5.5 INCH X 4.5 INCH P400 3M PIEZA,38.53
25147,"3M35111-1 *K GRIPPY SANDING CLOTH, 35111, 5.5 INCH X 4.5 INCH, P600 3M PIEZA",38.53
25148,"3M35112-1 *K GRIPPY SANDING CLOTH, 35112,  5.5 INCH X 4.5 INCH, P800 3M PIEZA",38.53
25149,"3M35114-1 *K GRIPPY SANDING CLOTH, 35114, 5.5 INCH X 4.5 INCH, P1200 PIEZA",38.53
25150,"3M35115-1 *K GRIPPY SANDING CLOTH, 35115, 5.5 INCH X 4.5 INCH, P1500 PIEZA",38.53
25151,"3M35116-1 *K GRIPPY SANDING CLOTH, 35116, 5.5 INCH X 4.5 INCH, P2000 PIEZA",38.53
25152,"3M35109-1 *K GRIPPY SANDING CLOTH, P320 35109, 5.5IN X 4.5IN PIEZA",38.53
25153,3M35110 *K GRIPPY SANDING CLOTH 35110 5.5 INCH X 4.5 INCH P400 3M PIEZA,770.58
25154,"3M35111 *K GRIPPY SANDING CLOTH, 35111, 5.5 INCH X 4.5 INCH, P600 3M",770.58
25155,"3M35112 *K GRIPPY SANDING CLOTH, 35112,  5.5 INCH X 4.5 INCH, P800 3M",770.58
25156,"3M35114 *K GRIPPY SANDING CLOTH, 35114, 5.5 INCH X 4.5 INCH, P1200",770.58
25157,"3M35115 *K GRIPPY SANDING CLOTH, 35115, 5.5 INCH X 4.5 INCH, P1500",770.58
25158,"3M35116 *K GRIPPY SANDING CLOTH, 35116, 5.5 INCH X 4.5 INCH, P2000",770.58
25159,"3M35109 *K GRIPPY SANDING CLOTH, P320 35109, 5.5IN X 4.5IN",770.58
25160,TAB10 ABRAZADERA REFORZADA # 10 3/4 1-1 PIEZA,9.33
25161,E500L05-4 ADL ESM. IND. AMARILLO CROMO 3.785LT,711.5
25162,3M31482 DISCO CUBITRON IICLEAN SANDING 240+ 6IN PIEZA,28.04
25163,3M33752 EXTRACTORA DE POLVO 30L 120V CV PIEZA,"28,140.36"
25164,3M5215-1 KIT MANGUERA P/TIRAS HOOKIT DUST FREE PIEZA,"2,219.54"
25165,DOX249L *K TAPADERA P/VASO DE PINT PQ 100PIEZA P100,310
25166,DOX251 *K VASO DE QUART PPG PAQ 100 PZA P100,"1,265.78"
25167,DOX251L *K TAPADERA P/VASO DE QUART PAQ 100 PZA P100,400.65
25168,DOX252 *K JARRA PPG PQ 12 PZA P12,"1,128.45"
25169,RTE400N-4 ADL ESMALTE DE POLIURETANO NEGRO RETO 4LT,"1,680.00"
25170,DOX249L-1 *K TAPADERA P/VASO DE PINT PIEZA PIEZA,3.44
25171,DOX251-1 *K VASO DE QUART PPG PIEZA PIEZA,14.06
25172,DOX251L-1 *K TAPADERA P/VASO DE QUART PIEZA PIEZA,4.45
25173,DOX252-1 *K JARRA PPG PIEZA PIEZA,104.49
25174,X207387900 PINTURA AEROSOL 400 ML VDE PISTACHE,81.79
25175,X207388000 PINTURA AEROSOL 400 ML FUCSIA,81.79
25177,80P-SM-16A ESMALTE POLIURETANO PU50 REGULARES 16LT,"6,825.47"
25178,80P-SM-16B ESMALTE POLIURETANO PU50 BASICOS 16LT,"10,224.50"
25179,80P-SM-4A ESMALTE POLIURETANO PU50 REGULARES 4LT,"1,895.96"
25180,80P-SM-4B ESMALTE POLIURETANO PU50 BASICOS 4LT,"2,840.14"
25181,80P-SM-1A ESMALTE POLIURETANO PU50 REGULARES 1LT,526.66
25182,80P-SM-1B ESMALTE POLIURETANO PU50 BASICOS 1LT,788.93
25183,E4P ENVASE DE PINTURA CON TAPA 4LT,45.67
25184,E2P ENVASE DE PINTURA CON TAPA 2LT,16.12
25185,E1P ENVASE DE PINTURA CON TAPA 1LT,6.44
25186,E500P ENVASE DE PINTURA CON TAPA .500LT,4.41
25187,E250P ENVASE DE PINTURA CON TAPA .250LT,2.89
25188,E125P ENVASE DE PINTURA CON TAPA .125LT,1.58
25189,3M34259-50 *K LIJA AGUA 331Q 320 9X11 CJ 50PZ,593.18
25190,3M34259-1 *K LIJA AGUA 331Q 320 9X11 PIEZA,11.86
25191,P542B25-4 ADL PRIMER AUTOMOTIVO BLANCO 4LT,802.37
25192,X208801100 PRIMER AUTOMOTIVO ADHLER P542 4LT BCO,742.2
25193,TWT400 LUBRICANTE AFLOJATODO EN AEROSOL 400ML,68.97
25194,TKB26996 ESPUMA EXPANSIVA PU AEROSOL BEIGE 750G TEKBOND,198.08
25195,EMES0024 EXTENSION METALICA SUPER 1.2M - 2.4M PIEZA,66.13
25196,7447-1 *K ALMOHADILLA FIBRA USO GENERAL 3M MARRON,41.6
25197,ERP520-SM-4 *K FAST MULTI-USE EPOXY PRIMER - WHITE 4LTO,"1,642.64"
25198,THILA1800 HIDROLAVADORA ELECTRICA 1800PSI TRUPER PIEZA,"2,362.49"
25199,RSN-96 MASILLA METALICA 2K 61055 ROBERLO 1.3KG,"1,149.36"
25200,RGLASS-1 MASILLA FIBRA RESINGLASS 66008 ROBERLO 750G,429.76
25201,3M6652-1 MASKING TAPE 3/4 388N 18MMX55M PIEZA,69.89
25205,"TR68LFB REMACHES CON ESPIGA, 4.8X17.7MM, BOLSA 50 PZ",33.23
25210,TPIJ825 PIJA 8 X 25 MM CAJA CON 100 PIEZA,27.3
25213,22CARBUR04 BOMBA PULSADOR 188-13 PIEZA,58.22
25214,TMEA120D MEDIDOR DE PRESION 120 LBS CABEZA,79.02
25215,TDTJ6B JUEGO DE 6 DESARMADORES MANGO COMFORT PIEZA,314.5
25216,"3MS600-2 SAFETY-WALK S600 NEGRO 2""X18.29M PIEZA","1,010.53"
25217,16563 DURETAN SALCHICHA BLANCO 600 ML,248.5
25218,TT2027X PINZA CORTE DIAGONAL 7 PULG MANGO COMFORT PIEZA,208.33
25219,TT2017X PINZA DE ELECTRICISTA 7 PULG MANGO COMFORT PIEZA,199.72
25220,KIT-IMPER KIT DE MATERIAL PARA IMPERMEABILIZAR,"1,008.72"
25222,PULA7A3 PULIDORA 7 PULG 1200W PIEZA,"2,607.74"
25226,DM1400-2 DUREX MASTER BLANCO CUB 19LT,"2,059.05"
25228,TKB21925-1 SELLADOR POL GRIS PU40 TEKBOND CARTUCHO 310ML,155.22
25230,YCM-SM-19PC RENZEL ANTIBACTERIAL MATE PASTELES CLAROS CUB 19 LT,"3,663.88"
25231,DP401LF-SM-1 *K CATALIZADOR PARA PRIMER EPOXICO LITRO,573.61
25234,RTCLEAR-SM-1 *K RETOCLEAR TRANSPARENTE POL 2K S/NORMAL 1LT,339.12
25235,RTCLEAR-SM-500 *K RETOCLEAR TRANSPARENTE POL 2K S/NORMAL .500LT,188.4
25236,RTCLEAR-SM-250 *K RETOCLEAR TRANSPARENTE POL 2K S/NORMAL .250LT,104.67
25237,RTCLEAR-SM-125 *K RETOCLEAR TRANSPARENTE POL 2K S/NORMAL .125LT,58.14
25238,RTCATC-SM-500 *K CATALIZADOR P/RETOCLEAR POL 2K PARA S/NORMAL .500LT,305.28
25239,RTCATC-SM-250 *K CATALIZADOR P/RETOCLEAR POL 2K PARA S/NORMAL .250LT,169.6
25240,RTCATC-SM-125 *K CATALIZADOR P/RETOCLEAR POL 2K PARA S/NORMAL .125LT,94.22
25242,X205927200 AEROSOL ALTA TEMPER BYP ALUMINIO 400ML,87.62
25243,YS-SM-4A ESMALTE STD NOVOPERMO REGULARES 4LT,768.56
25244,YS-SM-4B ESMALTE STD NOVOPERMO ORGAN ROJOS Y MARRON 4LT,853.96
25245,37352501 PRIMARIO DE RELLENO HS 2K 5250 GRIS 3.5LT,"3,150.00"
25246,37352503 *K PRIMARIO DE RELLENO HS 2K 5250 BLANCO 3.5LT,"3,150.00"
25247,37352502 *K PRIMARIO DE RELLENO HS 2K 5250 NEGRO 3.5LT,"3,150.00"
25255,TE60135 ELECTRODO 6013 DE 5/32 BOLSA DE 1KG,93.38
25256,"TAB20 ABRAZADERA REFORZADA, # 20, 3/4 1-3 PIEZA",10.78
25257,"TAB6 ABRAZADERA REFORZADA, # 6, 1/2 3/4 PIEZA",8.48
25259,TJC8XM JUEGO LLAVES COMBINADAS CON MATRACA MILIMETRICO PIEZA,969.83
25260,TJC8XP JUEGO LLAVES COMBINADAS CON MATRACA ESTANDAR PIEZA,941.1
25261,TLL2008MXR LLAVE COMBINADA 8MM MATRACA REVERSIBLE PIEZA,125
25262,TLL2010MXR LLAVE COMBINADA 10MM MATRACA REVERSIBLE PIEZA,135.05
25264,10141524 PISTOLA 3300 GTO BLACK RACING 1.4 [TECH] PIEZA,"7,029.75"
25265,DPS3055-SM-1 *K V-PRIME ACRYLIC URETHANE SURFACER GRAY 1LT,812.87
25266,DP401LF-SM-125 *K CATALIZADOR PARA PRIMER EPOXICO .125LT,98.36
25267,DP401LF-SM-250 *K CATALIZADOR PARA PRIMER EPOXICO .250LT,177.04
25268,DP401LF-SM-500 *K CATALIZADOR PARA PRIMER EPOXICO .500LT,318.67
25269,DPS3055-SM-250 *K V-PRIME ACRYLIC URETHANE SURFACER GRAY .250LT,250.88
25270,DCX3030-SM-125 *K UNDERCOAT HARDENER 125LT,250.3
25271,BOLSAEC-1 BOLSA ECOLOGICA GR DE CAJON 35X50 CM BLANCA PIEZA,7.18
25272,3M36420-1 DISCO BLUE NET  G80+ 6 IN PIEZA,20.79
25273,3M36421-1 DISCO BLUE NET EN ROLLO G120+ 6 IN PIEZA,20.79
25274,3M36424-1 DISCO BLUE NET EN ROLLO G220+ 6 IN PIEZA,20.79
25275,3M36425-1 DISCO BLUE NET EN ROLLO G240+ 6 IN PIEZA,20.79
25276,3M36426-1 DISCO BLUE NET EN ROLLO G320+ 6 IN PIEZA,20.79
25277,3M36462 *K ROLLO DE TIRA BLUE NET G80+ 70MMX10M ROLLO,"1,072.61"
25278,3M36463 *K ROLLO BLUE NET G120+ 70MMX10M ROLLO,914.29
25279,TBMA3-16 BANDOLA MOSQUETON DE ACERO 3/16 PIEZA,11.28
25280,3M36466 ROLLO BLUE NET G220+ 70MMX10M ROLLO,914.29
25281,3M36467 ROLLO BLUE NET G240+ 70MMX10M ROLLO,914.29
25282,3M36468 ROLLO BLUE NET G320+ 70MMX10M ROLLO,914.29
25283,M125T50-19 ADL MATECENTE MULTIUSOS 19LT,"4,384.89"
25284,P500XP01 ADL XILARICA PLATA EN POLVO 100GR,"1,668.63"
25285,P500XP02 ADL XILARICA DORADO EN POLVO 100GR,"1,668.63"
25286,P500XP06 ADL XILARICA COBRE EN POLVO 100GR,"1,668.63"
25287,P500XP07 ADL XILARICA ROJO EN POLVO 100GR,"1,668.63"
25289,EH391-SM-250 *K GRAYMATIC CATALIZADOR MEDIO .250LT,471.07
25290,"KLMT300A-3/4 KLG MASKING TAPE 3/4"" 18MM PIEZA",53.3
25291,RTCLEARSR-SM-1 *K RETOCLEAR SR TRANSPARENTE POL 2K EXPRESS 1LT,379.91
25292,RTCLEARSR-SM-500 *K RETOCLEAR SR TRANSPARENTE POL 2K EXPRESS .500LT,211.06
25293,RTCLEARSR-SM-250 *K RETOCLEAR SR TRANSPARENTE POL 2K EXPRESS .250LT,117.26
25294,RTCLEARSR-SM-125 *K RETOCLEAR SR TRANSPARENTE POL 2K EXPRESS .125LT,65.14
25295,RTCATCSR-SM-500 *K CATALIZADOR P/RETOCLEAR POL 2K EXPRESS .500LT,305.07
25296,RTCATCSR-SM-250 *K CATALIZADOR P/RETOCLEAR POL 2K EXPRESS .250LT,169.48
25297,RTCATCSR-SM-125 *K CATALIZADOR P/RETOCLEAR POL 2K EXPRESS .125LT,94.16
25298,"KLMT300A-1 KLG MASKING TAPE 1"" 24MM PIEZA",81.32
25299,KLMT300A-2 KLG MASKING TAPE 2PULG 48MM PIEZA,108.65
25300,RTCATC *K CATALIZADOR P/RETOCLEAR POL 2K PARA S/NORMAL 1LT,549.5
25301,DT870-4 REDUCTOR TEMPERATURA MEDIA 4LT,"1,166.90"
25302,"TSTI10 LLAVE PARA TUBO, STILSON, 10 PUL",288.78
25303,PPECO6P LLAVE AJUSTABLE PERICO,142.23
25304,PPET10PB PERICO 10 PUL CROMADO EN BLISTER PRETUL,165.23
25306,X200438500 SELLADOR VINILICO 19 LT,"1,907.01"
25307,YZ002-SM-1 *K NOVOPER SR AMARILLO ROJIZO ORGÁNICO 1LTO,278.19
25308,X203517600-1 ESMALTE ACR. ALK200 SEMIMATE CAFÉ MODU 1LT,282.98
25309,BROCA-5/8 BROCA D/ALTA VELOCIDAD DE 5/8 PIEZA,395.12
25310,BROCA-1/8 BROCA D/ALTA VELOCIDAD DE 1/8 PIEZA,14.37
25311,"TPONY7 PORTA HERRAMIENTAS DE POLIESTER 7 COMP, PIEZA",265.86
25312,TLL1217MX LLAVE COMBINADA CON MATRACA MILIMET. 17MM PIEZA,179.6
25313,TLL1220X LLAVE COMBINADA CON MATRACA 5/8PULG  X 208MM,165.23
25314,TLL1213MX LLAVE COMBINADA CON MATRACA MILIMET. 13 X 178MM,140.79
25315,TLL1210MX LLAVE COMBINADA CON MATRACA MILIMET. 10 X 159MM,113.5
25316,TLL1216X LLAVE COMBINADA CON MATRACA 1/2 X 178MM,140.79
25317,TLL1212MX LLAVE COMBINADA CON MATRACA MILIMET. 12 X 172MM,129.31
25318,TLL1208MX LLAVE COMBINADA CON MATRACA MILIMET. 8 X 140MM,107.76
25319,"TLL1215MX LLAVE COMBINADA CON MATRACA, MILIMET. 15 X 200MM",165.22
25320,TLL1218X LLAVE COMBINADA CON MATRACA 9/16 X 191MM,150.85
25321,TLL1224X LLAVE COMBINADA CON MATRACA 3/4 X 248MM,208.31
25322,TLL2010XR LLAVE COMB. 5/16 MATRACA REVERSIBLE STD PIEZA,125
25323,TLL1214X LLAVE COMBINADA CON MATRACA 7/16 X 165MM,129.3
25324,158TR-SOIN-110-130 SOLDADORA INVERSORA 130 A 127V-220V,"3,516.91"
